Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Petrol,58740,Manual,1,Honda,Honda Amaze,2019,5.95,2019,5,1199,19.5,Jaipur
Petrol,73398,Manual,2,Hyundai,Hyundai i20,2018,5.44,2018,5,1197,18.6,Jaipur
Petrol,29393,Automatic,1,Maruti,Maruti Ciaz,2019,8.95,2019,5,1462,20.28,Jaipur
Diesel,100000,Manual,2,Volkswagen,Volkswagen Polo,2016,4.25,2016,5,1498,20.14,Jaipur
Petrol,150000,Manual,2,Honda,Honda New Accord,2008,2.44,2008,5,2354,12.8,Jaipur
Diesel,150000,Manual,1,Toyota,Toyota Fortuner,2013,15.55,2013,7,2982,13.0,Jaipur
Diesel,40000,Automatic,2,Audi,Audi A6,2013,14.5,2013,5,1968,17.68,Jaipur
Petrol,30000,Automatic,2,Renault,Renault KWID,2019,3.7,2019,5,999,23.01,Jaipur
Diesel,44354,Automatic,1,Kia,Kia Seltos,2019,15.25,2019,5,1493,18.0,Jaipur
Petrol,65000,Manual,2,Renault,Renault KWID,2016,2.9,2016,5,999,23.01,Jaipur
Diesel,79700,Manual,1,Maruti,Maruti Swift,2016,5.25,2016,5,1248,28.4,Jaipur
Diesel,120000,Manual,2,Toyota,Toyota Innova,2007,2.85,2007,8,2494,12.8,Jaipur
Petrol,30000,Manual,1,Maruti,Maruti Baleno,2019,6.5,2019,5,1197,21.4,Jaipur
Diesel,45204,Automatic,1,Kia,Kia Sonet,2021,13.25,2021,5,1493,14.0,Jaipur
Diesel,81000,Manual,1,Hyundai,Hyundai i20,2017,5.75,2017,5,1396,22.54,Jaipur
Petrol,120000,Manual,1,Honda,Honda City,2008,1.7,2008,5,1497,17.7,Jaipur
Petrol,40000,Manual,2,Hyundai,Hyundai Grand i10 Nios,2020,5.9,2020,5,1197,20.7,Jaipur
Petrol,33236,Automatic,2,Hyundai,Hyundai i20,2019,7.53,2019,5,1197,17.4,Jaipur
Petrol,50000,Automatic,2,Hyundai,Hyundai Grand i10,2014,4.25,2014,5,1197,18.9,Jaipur
Petrol,47214,Manual,1,Maruti,Maruti Baleno,2019,5.87,2019,5,1197,21.4,Jaipur
Petrol,54670,Manual,2,Hyundai,Hyundai Grand i10 Nios,2019,5.8,2019,5,1197,20.7,Jaipur
Petrol,30000,Manual,2,Honda,Honda Amaze,2018,5.3,2018,5,1198,17.8,Jaipur
Diesel,120000,Manual,1,Mahindra,Mahindra Bolero,2013,4.0,2013,7,2523,15.96,Jaipur
Petrol,120000,Manual,2,Tata,Tata Zest,2016,3.0,2016,5,1193,17.57,Jaipur
Diesel,125000,Automatic,1,Toyota,Toyota Fortuner,2015,15.95,2015,7,2982,12.55,Jaipur
Diesel,100000,Manual,1,Ford,Ford Aspire,2017,3.8,2017,5,1498,25.83,Jaipur
Petrol,57000,Manual,2,Hyundai,Hyundai i20,2017,6.25,2017,5,1197,18.6,Jaipur
Lpg,70000,Manual,2,Chevrolet,Chevrolet Spark,2011,1.6,2011,5,995,16.0,Jaipur
Diesel,120000,Manual,1,Volkswagen,Volkswagen Polo,2017,5.25,2017,5,1498,20.14,Jaipur
Petrol,30000,Manual,1,Maruti,Maruti Baleno,2022,8.5,2022,5,1197,22.35,Jaipur
Diesel,120000,Manual,2,Ford,Ford Endeavour,2008,3.9,2008,1,0,11.4,Jaipur
Petrol,3844,Manual,1,Kia,Kia Seltos,2021,14.9,2021,5,1497,16.8,Jaipur
Diesel,120000,Manual,4,Chevrolet,Chevrolet Cruze,2011,1.9,2011,5,1991,18.3,Jaipur
Petrol,50000,Manual,1,Renault,Renault KWID,2020,3.75,2020,5,999,21.46,Jaipur
Petrol,120000,Manual,3,Honda,Honda CR-V,2008,1.8,2008,5,2354,13.1,Jaipur
Diesel,80000,Manual,2,Mahindra,Mahindra XUV500,2015,9.5,2015,7,1997,16.0,Jaipur
Petrol,94554,Manual,1,Maruti,Maruti Swift Dzire,2012,3.83,2012,5,1197,22.41,Jaipur
Petrol,15991,Manual,1,Maruti,Maruti Baleno,2021,7.13,2021,5,1197,21.01,Jaipur
Diesel,70000,Manual,3,Mahindra,Mahindra Scorpio,2013,5.2,2013,7,2179,12.05,Jaipur
Diesel,72918,Automatic,1,Maruti,Maruti Swift Dzire,2017,6.55,2017,5,1248,28.4,Jaipur
Petrol,22982,Automatic,1,Datsun,Datsun RediGO,2018,3.13,2018,5,999,22.5,Jaipur
Diesel,76000,Manual,1,Hyundai,Hyundai i20,2015,5.75,2015,5,1396,22.54,Jaipur
Diesel,115000,Manual,1,Skoda,Skoda Rapid,2017,6.75,2017,5,1498,21.13,Jaipur
Diesel,73000,Manual,1,Maruti,Maruti Vitara Brezza,2018,8.25,2018,5,1248,24.3,Jaipur
Diesel,90000,Automatic,2,Ford,Ford Endeavour,2016,20.75,2016,7,2198,12.62,Jaipur
Petrol,30000,Manual,1,Hyundai,Hyundai Santro,2019,4.45,2019,5,1086,20.3,Jaipur
Diesel,80000,Manual,2,Hyundai,Hyundai Grand i10,2014,3.5,2014,5,1120,24.0,Jaipur
Petrol,23200,Automatic,1,Mercedes-Benz,Mercedes-Benz AMG GLC 43,2022,90.0,2023,5,2996,29.0,Jaipur
Petrol,10000,Manual,1,Skoda,Skoda Kushaq,2022,13.0,2022,5,999,19.2,Jaipur
Petrol,10000,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2022,7.5,2022,5,1197,20.7,Jaipur
Petrol,30000,Manual,1,Renault,Renault Triber,2020,6.7,2020,7,999,20.0,Jaipur
Petrol,107963,Automatic,1,Maruti,Maruti Celerio,2017,3.65,2017,5,998,26.0,Jaipur
Diesel,121243,Manual,2,Renault,Renault Duster,2012,3.47,2012,5,1461,19.01,Jaipur
Diesel,100000,Manual,1,Tata,Tata Harrier,2020,14.7,2020,5,1956,17.0,Jaipur
Petrol,67194,Manual,1,Honda,Honda Brio,2015,3.09,2015,5,1198,19.4,Jaipur
Petrol,69236,Manual,2,Honda,Honda City,2016,5.86,2016,5,1497,17.8,Jaipur
Diesel,80000,Manual,1,Honda,Honda WR-V,2019,9.0,2019,5,1498,25.5,Jaipur
Petrol,90000,Manual,2,Jeep,Jeep Compass,2018,9.0,2018,5,1368,16.0,Jaipur
Diesel,60000,Manual,1,MG,MG Hector,2020,15.5,2020,5,1956,17.41,Jaipur
Diesel,80000,Automatic,2,Land Rover,Land Rover Discovery Sport,2017,23.0,2017,7,1999,12.83,Jaipur
Diesel,81317,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2016,32.0,2016,5,1999,15.68,Jaipur
Petrol,60000,Manual,2,Hyundai,Hyundai i10,2015,2.55,2015,5,1197,20.36,Jaipur
Diesel,80000,Manual,1,Renault,Renault Duster,2015,3.55,2015,5,1461,19.87,Jaipur
Diesel,60000,Manual,2,Renault,Renault Duster,2018,6.5,2018,5,1461,19.87,Jaipur
Diesel,110000,Manual,3,Hyundai,Hyundai Grand i10,2014,2.75,2014,5,1120,24.0,Jaipur
Diesel,120000,Manual,2,Ford,Ford Fiesta Classic,2011,1.5,2011,5,1399,19.68,Jaipur
Diesel,110000,Automatic,2,Hyundai,Hyundai Creta,2017,9.0,2017,5,1582,17.01,Jaipur
Diesel,100000,Automatic,1,BMW,BMW 5 Series,2017,25.0,2017,5,1995,20.37,Jaipur
Petrol,57000,Manual,1,Maruti,Maruti Swift,2018,6.0,2018,5,1197,22.0,Jaipur
Diesel,70000,Automatic,2,BMW,BMW 3 Series,2013,9.75,2013,5,1995,18.88,Jaipur
Diesel,76000,Manual,1,Maruti,Maruti Swift,2014,4.75,2014,5,1248,28.4,Jaipur
Petrol,7183,Automatic,2,Maruti,Maruti Swift,2021,8.01,2021,5,1197,22.56,Jaipur
Petrol,6165,Automatic,3,Hyundai,Hyundai Creta,2021,15.74,2021,5,1353,13.0,Jaipur
Diesel,85000,Manual,2,Skoda,Skoda Rapid,2012,3.5,2012,5,1598,20.5,Jaipur
Cng,4437,Manual,1,Tata,Tata Tiago,2022,5.9,2022,5,1199,26.49,Jaipur
Petrol,34217,Manual,1,Hyundai,Hyundai i20,2016,5.32,2016,5,1197,18.6,Jaipur
Petrol,80101,Manual,1,Volkswagen,Volkswagen Polo,2017,5.25,2017,5,1198,16.47,Jaipur
Petrol,150000,Manual,3,Honda,Honda Civic,2007,1.7,2007,5,1799,13.5,Jaipur
Petrol,50000,Manual,1,Maruti,Maruti A-Star,2012,2.25,2012,5,998,19.0,Jaipur
Diesel,100000,Manual,2,Mahindra,Mahindra Scorpio,2019,16.0,2019,7,2179,16.36,Jaipur
Petrol,72580,Manual,1,Maruti,Maruti Wagon R,2011,2.5,2011,5,998,21.79,Jaipur
Diesel,120000,Manual,4,Hyundai,Hyundai Verna,2012,3.0,2012,5,1582,22.32,Jaipur
Diesel,120000,Manual,1,Hyundai,Hyundai Verna,2020,10.0,2020,5,1582,22.0,Jaipur
Petrol,30000,Manual,1,Hyundai,Hyundai Santro,2019,4.2,2019,5,1086,20.3,Jaipur
Diesel,100000,Manual,1,Volkswagen,Volkswagen Polo,2012,3.0,2012,5,1199,22.07,Jaipur
Diesel,69000,Manual,1,Hyundai,Hyundai i20,2018,6.75,2018,5,1396,22.54,Jaipur
Diesel,50040,Manual,1,Maruti,Maruti Swift,2017,6.25,2018,5,1248,25.2,Jaipur
Petrol,48350,Automatic,1,Honda,Honda CR-V,2015,12.9,2015,5,2354,12.0,Jaipur
Petrol,40000,Manual,2,Chevrolet,Chevrolet Beat,2011,1.1,2011,5,1199,18.6,Jaipur
Diesel,120000,Manual,4,Chevrolet,Chevrolet Cruze,2011,2.17,2011,5,1991,18.3,Jaipur
Diesel,120000,Manual,1,Tata,Tata New Safari,2011,2.5,2011,7,2179,13.93,Jaipur
Petrol,74573,Automatic,1,Honda,Honda City,2017,7.15,2019,5,1497,18.0,Jaipur
Petrol,64715,Automatic,1,Renault,Renault KWID,2018,3.56,2018,5,999,23.01,Jaipur
Diesel,76000,Manual,1,Honda,Honda City,2014,5.25,2014,5,1498,26.0,Jaipur
Petrol,99348,Manual,2,Maruti,Maruti Wagon R,2017,3.41,2017,5,998,20.51,Jaipur
Petrol,39176,Manual,1,Hyundai,Hyundai Grand i10,2017,4.43,2017,5,1197,18.9,Jaipur
Petrol,80000,Manual,2,Nissan,Nissan Micra Active,2017,3.0,2017,5,1198,19.49,Jaipur
Petrol,50000,Manual,1,Maruti,Maruti Vitara Brezza,2020,7.5,2020,5,1462,17.03,Jaipur
Diesel,120000,Manual,3,Maruti,Maruti Swift Dzire,2016,4.9,2016,5,1248,26.59,Jaipur
Diesel,70000,Manual,3,Maruti,Maruti Ertiga,2012,4.5,2012,7,1248,20.77,Jaipur
Petrol,40000,Manual,1,Hyundai,Hyundai Grand i10,2016,4.25,2016,5,1197,18.9,Jaipur
Petrol,100000,Automatic,3,Ford,Ford Ecosport,2017,4.9,2017,5,1499,15.63,Jaipur
Diesel,60000,Manual,2,Tata,Tata Indigo,2012,1.5,2012,5,1405,17.0,Jaipur
Petrol,29905,Manual,1,Hyundai,Hyundai Verna,2019,8.95,2019,5,1591,17.0,Jaipur
Diesel,70000,Manual,1,Maruti,Maruti Swift Dzire,2015,4.9,2015,5,1248,26.59,Jaipur
Diesel,80000,Automatic,4,Mercedes-Benz,Mercedes-Benz A Class,2013,8.75,2013,5,2143,20.0,Jaipur
Diesel,70000,Manual,2,Tata,Tata Harrier,2019,14.5,2020,5,1956,16.35,Jaipur
Diesel,80000,Manual,1,Honda,Honda Amaze,2018,6.25,2018,5,1498,25.8,Jaipur
Petrol,40000,Manual,1,Mahindra,Mahindra XUV300,2020,8.5,2020,5,1197,16.82,Jaipur
Petrol,88069,Manual,2,Skoda,Skoda Rapid,2021,8.59,2021,5,999,18.97,Jaipur
Petrol,50789,Manual,3,Hyundai,Hyundai i10,2014,2.78,2014,5,1086,19.81,Jaipur
Diesel,76000,Manual,2,Hyundai,Hyundai Verna,2014,5.5,2014,5,1582,22.32,Jaipur
Petrol,42212,Manual,1,Maruti,Maruti Alto 800,2019,3.04,2019,5,796,22.05,Jaipur
Petrol,105227,Manual,1,Honda,Honda Amaze,2015,3.71,2015,5,1198,18.0,Jaipur
Diesel,150000,Manual,3,Skoda,Skoda Laura,2006,1.25,2006,5,1896,17.5,Jaipur
Diesel,92700,Automatic,2,Hyundai,Hyundai Creta,2019,12.5,2019,5,1582,17.6,Jaipur
Diesel,120000,Manual,2,Chevrolet,Chevrolet Cruze,2011,3.39,2011,5,1991,18.3,Jaipur
Petrol,12168,Manual,1,Maruti,Maruti Swift,2021,6.95,2021,5,1197,22.0,Jaipur
Diesel,10000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,6.85,2022,5,1186,26.2,Jaipur
Electric,75000,Automatic,1,Hyundai,Hyundai Kona,2021,16.0,2021,5,0,0.0,Jaipur
Petrol,73500,Automatic,1,Hyundai,Hyundai Creta,2020,15.6,2020,5,1497,14.0,Jaipur
Electric,4140,Automatic,0,Tata,Tata Nexon EV Max,2023,16.0,0,4,0,0.0,Jaipur
Electric,10371,Automatic,1,MG,MG ZS EV,2022,24.5,2022,5,0,0.0,Jaipur
Diesel,75210,Manual,1,Isuzu,Isuzu D-Max,2016,14.9,2016,5,2499,12.4,Jaipur
Petrol,69159,Automatic,1,Maruti,Maruti Wagon R,2017,3.79,2017,5,998,20.51,Jaipur
Petrol,56992,Automatic,1,Maruti,Maruti A-Star,2011,2.53,2011,5,998,16.98,Jaipur
Diesel,120000,Manual,2,Maruti,Maruti Swift Dzire,2015,2.95,2015,5,1248,26.59,Jaipur
Petrol,28500,Manual,1,Hyundai,Hyundai Grand i10,2017,4.95,2017,5,1197,18.9,Jaipur
Petrol,100000,Manual,2,Skoda,Skoda Fabia,2010,2.0,2010,5,1198,17.5,Jaipur
Diesel,90000,Manual,5,Hyundai,Hyundai i20,2012,1.75,2012,5,1396,21.9,Jaipur
Diesel,76164,Manual,2,Hyundai,Hyundai Grand i10,2014,3.22,2014,5,1120,24.0,Jaipur
Petrol,75196,Automatic,1,Maruti,Maruti Alto K10,2016,3.38,2016,5,998,23.95,Jaipur
Diesel,50000,Automatic,3,Mahindra,Mahindra XUV500,2016,6.8,2016,7,2179,16.0,Jaipur
Petrol,51759,Manual,1,Maruti,Maruti Alto 800,2017,2.73,2017,5,796,22.05,Jaipur
Petrol,105021,Manual,2,Tata,Tata Tiago,2019,4.73,2019,5,1199,23.84,Jaipur
Petrol,120000,Manual,1,Hyundai,Hyundai Verna,2010,1.5,2010,5,1599,16.2,Jaipur
Diesel,90000,Manual,2,Tata,Tata Safari Storme,2016,6.0,2016,7,2179,14.1,Jaipur
Diesel,80000,Manual,1,Mahindra,Mahindra XUV500,2021,10.0,2021,7,2179,21.0,Jaipur
Petrol,30000,Manual,2,Mahindra,Mahindra Thar,2021,13.7,2021,4,1997,15.2,Jaipur
Petrol,10000,Manual,1,Kia,Kia Sonet,2022,9.25,2022,5,998,18.2,Jaipur
Petrol,20000,Manual,1,Volkswagen,Volkswagen Taigun,2022,13.5,2022,5,999,20.08,Jaipur
Petrol,40000,Manual,2,Maruti,Maruti Swift Dzire,2020,6.5,2020,5,1197,22.41,Jaipur
Petrol,100000,Manual,1,Honda,Honda City,2012,3.5,2012,5,1497,16.8,Jaipur
Diesel,10000,Manual,1,Mahindra,Mahindra XUV300,2022,13.7,2022,5,1497,20.1,Jaipur
Petrol,60000,Manual,1,Toyota,Toyota Etios Liva,2013,2.95,2013,5,1197,17.71,Jaipur
Diesel,70000,Manual,3,Volkswagen,Volkswagen Polo,2013,2.4,2013,5,1199,22.07,Jaipur
Diesel,100000,Manual,4,Honda,Honda Amaze,2016,3.2,2016,5,1498,27.4,Jaipur
Petrol,67896,Automatic,1,Skoda,Skoda Octavia,2019,15.0,2019,5,1798,15.1,Jaipur
Petrol,9862,Manual,2,Renault,Renault Kiger,2021,7.45,2021,5,999,20.5,Jaipur
Petrol,40000,Manual,1,Renault,Renault KWID,2017,2.25,2017,5,999,23.01,Jaipur
Petrol,37478,Manual,1,Renault,Renault KWID,2019,3.32,2019,5,799,22.25,Jaipur
Cng,32972,Manual,1,Maruti,Maruti Alto 800,2021,4.15,2021,4,796,31.59,Jaipur
Cng,30000,Manual,1,Maruti,Maruti Eeco,2022,6.55,2022,5,1196,20.88,Jaipur
Petrol,3120,Automatic,1,Maruti,Maruti Swift,2022,7.75,2022,5,1197,22.56,Jaipur
Petrol,20972,Manual,1,Volkswagen,Volkswagen Vento,2022,10.5,2022,5,999,17.69,Jaipur
Petrol,60000,Manual,1,Volkswagen,Volkswagen Polo,2018,4.75,2018,5,999,18.78,Jaipur
Diesel,120000,Manual,1,Hyundai,Hyundai Verna,2012,3.25,2012,5,1396,24.8,Jaipur
Petrol,20000,Automatic,1,Jeep,Jeep Compass,2018,14.0,2018,5,1368,16.0,Jaipur
Petrol,70000,Manual,2,Hyundai,Hyundai EON,2013,1.45,2013,5,814,21.1,Jaipur
Petrol,80000,Manual,3,Maruti,Maruti Swift Dzire,2012,2.5,2012,5,1197,19.1,Jaipur
Petrol,38323,Automatic,1,Tata,Tata Nexon,2021,10.25,2021,5,1199,16.35,Jaipur
Petrol,120000,Manual,1,Maruti,Maruti Swift Dzire,2020,5.0,2020,5,1197,22.41,Jaipur
Petrol,40000,Manual,1,Renault,Renault KWID,2019,3.0,2019,5,799,25.17,Jaipur
Petrol,50000,Automatic,1,Skoda,Skoda Superb,2020,30.0,2020,5,1984,15.1,Jaipur
Diesel,60000,Manual,1,Mahindra,Mahindra XUV300,2019,10.0,2019,5,1497,20.0,Jaipur
Diesel,90000,Automatic,1,Hyundai,Hyundai Santa Fe,2014,7.5,2014,7,2199,13.01,Jaipur
Petrol,72842,Automatic,1,Hyundai,Hyundai Grand i10,2016,4.6,2016,5,1197,18.9,Jaipur
Petrol,16338,Manual,2,Maruti,Maruti Wagon R,2018,4.3,2018,5,998,20.51,Jaipur
Lpg,80000,Manual,2,Maruti,Maruti Wagon R,2010,1.4,2010,5,1061,17.3,Jaipur
Diesel,120000,Manual,1,Toyota,Toyota Innova,2014,6.5,2014,7,2494,12.99,Jaipur
Diesel,79828,Automatic,1,Hyundai,Hyundai Verna,2019,11.4,2019,5,1582,22.0,Jaipur
Diesel,120000,Manual,2,Ford,Ford Figo,2014,1.9,2014,5,1399,20.0,Jaipur
Petrol,59000,Manual,2,Volkswagen,Volkswagen Polo,2016,4.5,2016,5,1199,16.2,Jaipur
Petrol,120000,Manual,4,Chevrolet,Chevrolet Beat,2011,1.0,2011,5,1199,18.6,Jaipur
Diesel,90000,Manual,2,Maruti,Maruti Ritz,2010,2.0,2010,5,1248,21.1,Jaipur
Petrol,40000,Manual,2,Maruti,Maruti Alto K10,2012,2.45,2012,5,998,20.92,Jaipur
Petrol,70000,Manual,1,Honda,Honda City,2010,3.4,2010,5,1497,17.0,Jaipur
Diesel,10000,Manual,1,Mahindra,Mahindra Bolero Camper,2022,10.4,2022,5,2523,25.0,Jaipur
Diesel,120000,Manual,2,Mahindra,Mahindra Scorpio,2015,6.0,2015,9,2523,15.4,Jaipur
Petrol,52034,Manual,1,Honda,Honda Amaze,2013,3.34,2013,5,1198,18.0,Jaipur
Petrol,45979,Manual,2,Renault,Renault KWID,2015,2.43,2015,5,799,25.17,Jaipur
Petrol,10000,Manual,1,Honda,Honda Amaze,2019,6.1,2019,5,1199,19.5,Jaipur
Petrol,68551,Manual,1,Hyundai,Hyundai i20,2013,3.49,2014,5,1197,18.5,Jaipur
Petrol,68766,Manual,1,Tata,Tata Tiago,2019,5.14,2019,5,1199,23.84,Jaipur
Diesel,80000,Manual,1,Tata,Tata New Safari,2012,3.0,2012,7,2179,11.57,Jaipur
Petrol,20000,Manual,2,Maruti,Maruti Swift Dzire,2020,7.25,2020,5,1197,22.41,Jaipur
Diesel,120000,Manual,2,Hyundai,Hyundai Verna,2016,4.6,2016,5,1582,23.9,Jaipur
Diesel,120000,Manual,2,Hyundai,Hyundai Verna,2015,4.5,2015,5,1582,22.32,Jaipur
Diesel,120000,Manual,5,Mahindra,Mahindra Bolero,2010,3.2,2010,7,2523,13.6,Jaipur
Diesel,71000,Manual,1,Ford,Ford Ecosport,2019,8.5,2019,5,1498,21.7,Jaipur
Diesel,53000,Manual,1,Volkswagen,Volkswagen Vento,2014,5.0,2014,5,1598,20.54,Jaipur
Diesel,75000,Manual,2,Volkswagen,Volkswagen Polo,2017,5.5,2017,5,1498,20.14,Jaipur
Petrol,23573,Manual,1,Maruti,Maruti Wagon R,2020,5.6,2020,5,998,21.79,Jaipur
Diesel,76200,Manual,1,Ford,Ford Ecosport,2018,8.0,2018,5,1498,21.7,Jaipur
Petrol,85000,Automatic,1,Hyundai,Hyundai Santro Xing,2007,1.8,2007,5,1086,17.8,Jaipur
Petrol,62000,Manual,1,Maruti,Maruti Alto K10,2014,2.7,2014,5,998,24.39,Jaipur
Petrol,16603,Automatic,1,Hyundai,Hyundai Aura,2020,7.35,2020,5,1197,20.1,Jaipur
Petrol,43571,Manual,1,Hyundai,Hyundai EON,2018,3.08,2018,5,814,21.1,Jaipur
Petrol,28328,Manual,1,Maruti,Maruti Alto 800,2020,3.8,2020,5,796,22.05,Jaipur
Diesel,115000,Manual,1,Maruti,Maruti Swift,2014,4.6,2014,5,1248,28.4,Jaipur
Petrol,40282,Manual,1,Honda,Honda WR-V,2017,6.57,2017,5,1199,17.5,Jaipur
Petrol,57826,Manual,1,Maruti,Maruti Alto 800,2016,2.55,2016,5,796,22.05,Jaipur
Petrol,85400,Manual,1,Volkswagen,Volkswagen Polo,2016,4.5,2016,5,999,18.78,Jaipur
Petrol,74000,Manual,2,Hyundai,Hyundai i20,2014,4.8,2014,5,1197,18.6,Jaipur
Diesel,66000,Manual,1,Mahindra,Mahindra Bolero Power Plus,2018,8.25,2018,7,1493,16.5,Jaipur
Diesel,65580,Automatic,1,Maruti,Maruti Vitara Brezza,2018,8.95,2019,5,1248,24.3,Jaipur
Diesel,91200,Manual,2,Volkswagen,Volkswagen Polo,2014,4.5,2014,5,1498,20.14,Jaipur
Diesel,65000,Manual,2,Ford,Ford Ecosport,2015,5.9,2015,5,1498,21.7,Jaipur
Diesel,84250,Manual,2,Hyundai,Hyundai i20,2017,6.7,2017,5,1396,22.54,Jaipur
Diesel,93155,Manual,3,Maruti,Maruti Swift,2007,2.3,2007,5,1248,17.8,Jaipur
Diesel,79412,Automatic,2,BMW,BMW 3 Series,2014,14.25,2014,5,1995,19.59,Jaipur
Diesel,68140,Manual,1,Skoda,Skoda Rapid,2019,8.1,2019,5,1498,21.13,Jaipur
Petrol,16293,Automatic,1,Kia,Kia Carens,2022,17.9,2022,6,1353,16.5,Jaipur
Diesel,79883,Manual,2,Maruti,Maruti Ritz,2014,1.89,2014,5,1248,23.2,Jaipur
Diesel,9000,Manual,1,Jeep,Jeep Compass,2020,18.9,2020,5,1956,17.1,Jaipur
Diesel,110712,Manual,1,Honda,Honda Amaze,2014,2.7,2014,5,1498,25.8,Jaipur
Petrol,67653,Automatic,1,Tata,Tata Tiago,2017,4.1,2018,5,1199,23.84,Jaipur
Petrol,58066,Manual,1,Hyundai,Hyundai i10,2015,2.96,2015,5,1086,19.81,Jaipur
Diesel,83000,Automatic,2,Jaguar,Jaguar XF,2017,23.5,2017,5,2179,16.36,Jaipur
Petrol,71053,Manual,1,Honda,Honda Amaze,2019,5.76,2019,5,1199,19.5,Jaipur
Diesel,76977,Manual,2,Volkswagen,Volkswagen Polo,2018,6.23,2018,5,1498,20.14,Jaipur
Diesel,115000,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2016,31.9,2016,5,2143,15.26,Jaipur
Diesel,15000,Automatic,1,Kia,Kia Carens,2022,17.5,2022,6,1493,14.0,Jaipur
Petrol,19726,Manual,1,Honda,Honda Amaze,2022,7.5,2022,5,1199,18.6,Jaipur
Diesel,60267,Automatic,1,Audi,Audi Q5,2013,17.65,2013,5,1968,14.16,Jaipur
Diesel,120931,Manual,1,Hyundai,Hyundai Elantra,2013,9.0,2013,5,1582,22.7,Jaipur
Petrol,12111,Manual,1,Tata,Tata Nexon,2022,9.5,2022,5,1199,17.33,Jaipur
Diesel,121671,Manual,1,Chevrolet,Chevrolet Cruze,2016,4.5,2017,5,1998,17.9,Jaipur
Diesel,65573,Automatic,1,Maruti,Maruti Vitara Brezza,2019,8.95,2019,5,1248,24.3,Jaipur
Petrol,52887,Manual,1,Hyundai,Hyundai i10,2009,2.5,2009,5,1197,20.36,Jaipur
Petrol,48457,Automatic,1,Honda,Honda CR-V,2015,12.85,2015,5,2354,12.0,Jaipur
Petrol,51088,Manual,1,Nissan,Nissan Micra Active,2013,3.25,2013,5,1198,19.49,Jaipur
Petrol,0,Manual,1,Maruti,Maruti Wagon R,2015,3.5,2015,5,998,20.51,Jaipur
Petrol,22000,Manual,1,Kia,Kia Seltos,2021,13.9,2021,5,1497,16.8,Jaipur
Petrol,45316,Manual,1,Hyundai,Hyundai Verna,2018,8.23,2018,5,1591,17.0,Jaipur
Petrol,16858,Automatic,1,Kia,Kia Seltos,2019,13.95,2019,5,1353,16.5,Jaipur
Diesel,105000,Manual,1,Toyota,Toyota Innova,2014,7.9,2014,7,2494,12.99,Jaipur
Petrol,31850,Manual,1,Renault,Renault KWID,2019,3.42,2019,5,799,22.25,Jaipur
Diesel,135213,Manual,1,Honda,Honda Amaze,2013,2.7,2014,5,1498,25.8,Jaipur
Diesel,88378,Manual,1,Honda,Honda Amaze,2014,3.58,2015,5,1498,25.8,Jaipur
Diesel,191867,Manual,1,Maruti,Maruti Swift Dzire,2016,5.0,2016,5,1248,26.59,Jaipur
Diesel,65808,Manual,1,Maruti,Maruti Swift Dzire,2012,4.1,2012,5,1248,23.4,Jaipur
Petrol,20135,Manual,1,Nissan,Nissan Magnite,2021,6.5,2021,5,999,18.75,Jaipur
Petrol,29882,Automatic,1,Skoda,Skoda Octavia,2019,22.9,2019,5,1798,15.1,Jaipur
Petrol,33831,Automatic,1,MG,MG Hector,2020,15.0,2020,5,1451,13.96,Jaipur
Petrol,61334,Manual,1,Maruti,Maruti Wagon R,2018,3.8,2018,5,998,20.51,Jaipur
Diesel,69383,Automatic,3,BMW,BMW 3 Series,2017,17.0,2017,5,1995,22.69,Jaipur
Diesel,157312,Manual,4,Mahindra,Mahindra Scorpio,2009,4.5,2009,9,2179,12.05,Jaipur
Petrol,51531,Manual,1,Hyundai,Hyundai i20,2017,5.0,2017,5,1197,18.6,Jaipur
Diesel,88098,Manual,1,Kia,Kia Seltos,2019,9.45,2019,5,1493,20.8,Jaipur
Diesel,96000,Manual,1,Honda,Honda BR-V,2016,5.25,2016,7,1498,21.9,Jaipur
Diesel,77901,Manual,1,Hyundai,Hyundai Venue,2019,9.75,2019,5,1396,23.7,Jaipur
Diesel,133946,Manual,1,Skoda,Skoda Laura,2008,5.64,2008,5,1896,17.5,Jaipur
Petrol,70593,Manual,1,Hyundai,Hyundai i10,2016,3.26,2017,5,1086,19.81,Jaipur
Petrol,82556,Manual,1,Hyundai,Hyundai i20,2015,4.65,2015,5,1197,18.6,Jaipur
Petrol,42160,Manual,1,Maruti,Maruti Wagon R,2009,1.8,2009,5,1061,18.9,Jaipur
Diesel,99367,Manual,1,Maruti,Maruti Swift Dzire,2018,7.1,2018,5,1248,28.4,Jaipur
Petrol,95329,Manual,1,Hyundai,Hyundai Verna,2018,7.94,2018,5,1591,17.0,Jaipur
Petrol,72000,Manual,1,Maruti,Maruti Swift Dzire,2015,4.65,2015,5,1197,20.85,Jaipur
Diesel,137537,Manual,4,Hyundai,Hyundai i20,2011,1.5,2011,5,1396,21.9,Jaipur
