Fuel_Type,Kilometers_Driven,Transmission_Type,No_of_Owners,Manufactured_By,Car_Model,Car_Produced_Year,Car_Price,Registration_Year,No_of_Seats,Engine_CC,Mileage(kmpl),Location
Diesel,35060,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2022,59.99,2022,5,1950,19.0,Delhi
Diesel,22060,Automatic,1,BMW,BMW X1,2020,31.0,2020,5,1995,17.05,Delhi
Petrol,68060,Automatic,1,BMW,BMW 3 Series GT,2017,31.0,2017,5,1998,15.34,Delhi
Diesel,27000,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.99,2017,5,1248,24.3,Delhi
Diesel,50000,Manual,1,Honda,Honda Amaze,2013,2.5,2013,5,1498,25.8,Delhi
Cng,120000,Manual,4,Toyota,Toyota Corolla Altis,2010,2.4,2010,5,1798,14.53,Delhi
Diesel,15000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,39.65,2020,5,1950,12.6,Delhi
Petrol,99373,Manual,1,Honda,Honda City,2015,5.78,2015,5,1497,17.4,Delhi
Diesel,120000,Manual,1,Ford,Ford Ecosport,2016,2.65,2016,5,1498,22.77,Delhi
Petrol,11815,Manual,1,Maruti,Maruti Alto 800,2017,3.06,2017,5,796,22.05,Delhi
Petrol,39412,Manual,1,Maruti,Maruti Swift Dzire,2016,5.49,2016,5,1197,21.21,Delhi
Petrol,60000,Manual,2,Maruti,Maruti Baleno,2016,4.5,2016,5,1197,21.4,Delhi
Petrol,33015,Manual,1,Maruti,Maruti Swift,2018,5.36,2018,5,1197,22.38,Delhi
Petrol,44371,Manual,2,Honda,Honda Brio,2012,2.35,2012,5,1198,19.4,Delhi
Petrol,39045,Manual,1,Maruti,Maruti Wagon R,2013,3.04,2013,5,998,18.9,Delhi
Petrol,49000,Manual,1,Hyundai,Hyundai i10,2013,2.95,2014,5,1086,19.81,Delhi
Petrol,7936,Automatic,1,Honda,Honda City,2021,12.96,2021,5,1498,18.3,Delhi
Diesel,66000,Automatic,2,Audi,Audi A6,2014,10.75,2014,5,1968,17.68,Delhi
Petrol,65739,Manual,1,Hyundai,Hyundai EON,2016,2.95,2016,5,814,21.1,Delhi
Petrol,52407,Automatic,1,Maruti,Maruti Celerio,2016,4.25,2016,5,998,23.1,Delhi
Petrol,30000,Automatic,1,Hyundai,Hyundai i10,2011,3.5,2011,5,1197,16.95,Delhi
Diesel,48000,Automatic,1,BMW,BMW 5 Series,2018,43.75,2018,5,2993,17.42,Delhi
Petrol,86816,Manual,1,Maruti,Maruti Wagon R,2013,2.75,2014,5,998,21.79,Delhi
Petrol,63000,Manual,1,Toyota,Toyota Etios Liva,2015,4.15,2015,5,1197,17.71,Delhi
Petrol,67000,Manual,1,Tata,Tata Tiago,2018,4.65,2018,5,1199,23.84,Delhi
Diesel,59000,Automatic,2,Audi,Audi A4,2014,9.75,2014,5,1968,17.11,Delhi
Petrol,68838,Manual,1,Hyundai,Hyundai i20,2016,5.45,2016,5,1197,18.6,Delhi
Petrol,46835,Manual,1,Hyundai,Hyundai Grand i10,2017,5.1,2017,5,1197,18.9,Delhi
Petrol,5242,Automatic,2,Honda,Honda City,2022,14.03,2022,5,1498,18.3,Delhi
Petrol,17457,Manual,1,Maruti,Maruti Baleno,2022,7.49,2022,5,1197,22.35,Delhi
Petrol,62789,Manual,1,Honda,Honda Amaze,2015,4.35,2015,5,1198,18.0,Delhi
Petrol,33618,Automatic,1,Maruti,Maruti Alto K10,2016,3.46,2016,5,998,23.95,Delhi
Petrol,75946,Manual,1,Honda,Honda City,2010,2.05,2010,5,1497,17.0,Delhi
Diesel,230000,Manual,1,Toyota,Toyota Fortuner,2013,9.7,2013,7,2982,13.0,Delhi
Petrol,87208,Manual,1,Maruti,Maruti Wagon R,2013,2.57,2013,5,998,20.51,Delhi
Petrol,42736,Manual,1,Datsun,Datsun RediGO,2016,2.75,2016,5,999,22.5,Delhi
Petrol,55556,Manual,1,Toyota,Toyota Etios,2011,2.29,2011,5,1496,17.6,Delhi
Petrol,2054,Manual,1,Maruti,Maruti Brezza,2023,12.5,2023,5,1462,17.38,Delhi
Petrol,1700,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2023,77.5,2023,5,1991,15.0,Delhi
Petrol,30120,Automatic,1,Kia,Kia Seltos,2021,17.25,2021,5,1353,16.5,Delhi
Petrol,32000,Manual,1,Hyundai,Hyundai Verna,2011,3.49,2011,5,1591,17.1,Delhi
Diesel,1200,Automatic,1,Toyota,Toyota Fortuner Legender,2023,55.0,2023,7,2755,27.0,Delhi
Petrol,9600,Automatic,1,Audi,Audi Q2,2021,31.45,2021,5,1984,19.0,Delhi
Petrol,70000,Manual,1,Honda,Honda City,2017,6.99,2017,5,1497,17.8,Delhi
Diesel,85000,Automatic,1,Toyota,Toyota Fortuner,2014,12.75,2014,7,2982,12.55,Delhi
Petrol,40000,Automatic,1,Maruti,Maruti Wagon R,2019,5.65,2019,5,1197,21.5,Delhi
Petrol,14163,Manual,1,Maruti,Maruti Baleno,2019,7.22,2019,5,1197,21.4,Delhi
Diesel,15000,Manual,1,Mahindra,Mahindra Thar,2022,16.85,2022,4,2184,15.2,Delhi
Petrol,4764,Manual,1,Hyundai,Hyundai Aura,2020,8.04,2023,5,1197,20.5,Delhi
Diesel,20000,Automatic,1,MG,MG Gloster,2023,43.0,2023,7,1996,12.04,Delhi
Petrol,7600,Manual,1,Toyota,Toyota Innova Crysta,2022,22.75,2023,7,2694,8.0,Delhi
Petrol,69815,Automatic,1,Honda,Honda City,2016,7.42,2016,5,1497,18.0,Delhi
Diesel,82000,Manual,1,Hyundai,Hyundai Creta,2018,9.1,2018,5,1396,22.1,Delhi
Petrol,8400,Automatic,1,BMW,BMW X1,2021,40.0,2021,5,1998,14.82,Delhi
Petrol,75463,Manual,1,Maruti,Maruti Swift,2013,3.15,2013,5,1197,22.38,Delhi
Cng,66000,Manual,1,Maruti,Maruti Wagon R,2013,2.31,2013,5,998,33.54,Delhi
Petrol,22091,Manual,1,Maruti,Maruti Baleno,2017,5.57,2017,5,1197,21.4,Delhi
Diesel,32000,Automatic,1,BMW,BMW 6 Series,2019,57.75,2019,4,2993,17.09,Delhi
Petrol,65000,Manual,2,Hyundai,Hyundai i10,2012,2.31,2012,5,1086,19.81,Delhi
Petrol,66000,Manual,1,Tata,Tata Tiago,2016,3.69,2016,5,1199,23.84,Delhi
Diesel,25000,Automatic,1,BMW,BMW X5,2019,52.5,2019,5,2993,15.97,Delhi
Diesel,110000,Automatic,1,Ford,Ford Endeavour,2018,26.75,2018,7,3198,10.91,Delhi
Petrol,15000,Manual,1,MG,MG Astor,2022,11.5,2022,5,1498,14.0,Delhi
Petrol,30000,Manual,1,Maruti,Maruti Baleno,2021,7.0,2021,5,1197,21.4,Delhi
Diesel,47000,Automatic,1,Kia,Kia Seltos,2021,13.0,2021,5,1493,17.8,Delhi
Diesel,6000,Automatic,1,BMW,BMW X1,2023,54.9,2023,5,1995,20.37,Delhi
Petrol,35854,Automatic,2,Maruti,Maruti Baleno,2020,8.05,2020,5,1197,21.4,Delhi
Petrol,43623,Manual,1,Tata,Tata Nexon,2018,7.35,2018,5,1198,17.0,Delhi
Petrol,64229,Manual,2,Toyota,Toyota Etios,2015,4.41,2015,5,1496,16.78,Delhi
Diesel,33000,Automatic,1,Land Rover,Land Rover Discovery Sport,2021,55.75,2021,7,1999,19.0,Delhi
Diesel,59605,Automatic,2,Ford,Ford Endeavour,2019,28.9,2019,7,3198,10.91,Delhi
Petrol,2997,Manual,1,Renault,Renault KWID,2019,3.97,2020,5,999,23.01,Delhi
Petrol,9606,Manual,1,Renault,Renault KWID,2021,4.55,2022,5,999,21.74,Delhi
Diesel,75000,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2015,38.5,2015,5,2987,13.5,Delhi
Petrol,41898,Automatic,2,Honda,Honda Amaze,2020,7.13,2020,5,1199,19.0,Delhi
Petrol,23159,Manual,1,Toyota,Toyota Glanza,2021,7.37,2021,5,1197,21.01,Delhi
Petrol,53488,Manual,1,Ford,Ford Ecosport,2016,5.4,2016,5,1499,15.85,Delhi
Diesel,29000,Manual,1,Toyota,Toyota Innova Crysta,2019,17.49,2019,7,2393,13.68,Delhi
Petrol,6000,Automatic,1,MG,MG Hector Plus,2023,22.0,2023,6,1451,12.34,Delhi
Petrol,68192,Manual,1,Maruti,Maruti Swift Dzire,2019,6.27,2019,5,1197,21.21,Delhi
Petrol,600,Manual,1,Kia,Kia Seltos,2023,15.65,2023,5,1497,16.8,Delhi
Petrol,13000,Automatic,1,Jaguar,Jaguar XF,2020,46.25,2020,5,1997,10.8,Delhi
Diesel,67756,Manual,1,Maruti,Maruti Vitara Brezza,2018,7.72,2018,5,1248,24.3,Delhi
Diesel,83811,Manual,1,Maruti,Maruti SX4 S Cross,2017,5.87,2017,5,1248,25.1,Delhi
Cng,68000,Manual,1,Maruti,Maruti Celerio,2016,4.1,2016,5,998,31.79,Delhi
Petrol,4100,Manual,1,Maruti,Maruti Swift,2022,6.99,2022,5,1197,22.38,Delhi
Petrol,46243,Manual,1,Maruti,Maruti Swift Dzire,2020,6.42,2020,5,1197,21.21,Delhi
Petrol,37000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLS-Class,2014,27.0,2014,4,3498,9.26,Delhi
Petrol,52123,Automatic,2,Nissan,Nissan Micra,2015,3.66,2015,5,1198,19.34,Delhi
Diesel,66000,Automatic,2,Mercedes-Benz,Mercedes-Benz GLS,2016,49.5,2016,7,2987,11.0,Delhi
Petrol,23690,Manual,1,Hyundai,Hyundai Grand i10,2015,4.47,2016,5,1197,18.9,Delhi
Petrol,70879,Manual,1,Maruti,Maruti Alto 800,2016,2.62,2016,5,796,22.05,Delhi
Petrol,42000,Manual,1,Volkswagen,Volkswagen Polo,2012,2.65,2012,5,1198,16.47,Delhi
Diesel,56000,Automatic,2,Jaguar,Jaguar F-Pace,2018,38.75,2018,5,1999,16.38,Delhi
Petrol,12651,Manual,2,Honda,Honda City,2017,7.61,2017,5,1497,17.8,Delhi
Petrol,61000,Manual,1,Honda,Honda Amaze,2016,4.3,2016,5,1198,17.8,Delhi
Cng,98705,Manual,1,Maruti,Maruti Celerio,2018,4.01,2018,5,998,35.6,Delhi
Diesel,62000,Automatic,1,Kia,Kia Carnival,2020,29.5,2020,7,2199,14.11,Delhi
Petrol,28000,Manual,1,Honda,Honda Amaze,2014,3.8,2014,5,1198,18.0,Delhi
Diesel,36000,Manual,1,Mahindra,Mahindra Bolero Power Plus,2020,8.25,2020,7,1493,16.5,Delhi
Diesel,32000,Manual,1,Maruti,Maruti Swift Dzire,2017,6.35,2017,5,1248,28.4,Delhi
Diesel,38000,Automatic,1,BMW,BMW X1,2017,22.5,2017,5,1995,20.68,Delhi
Petrol,33000,Manual,1,Maruti,Maruti Alto K10,2017,3.4,2017,5,998,23.95,Delhi
Diesel,68045,Automatic,1,Hyundai,Hyundai Verna,2018,9.5,2018,5,1582,22.0,Delhi
Diesel,12000,Manual,1,Mahindra,Mahindra Scorpio Classic,2022,18.25,2022,7,2184,21.0,Delhi
Diesel,4000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2023,72.0,2023,5,1950,19.0,Delhi
Petrol,19765,Manual,1,Maruti,Maruti Wagon R,2018,3.92,2018,5,998,20.51,Delhi
Petrol,7076,Manual,1,Mahindra,Mahindra XUV300,2021,12.05,2021,5,1197,16.82,Delhi
Petrol,30560,Manual,1,Honda,Honda City,2017,7.43,2017,5,1497,17.8,Delhi
Diesel,5000,Automatic,1,Jaguar,Jaguar XE,2020,33.75,2020,5,1999,19.0,Delhi
Cng,47944,Manual,1,Maruti,Maruti Celerio,2018,4.85,2018,5,998,31.79,Delhi
Petrol,78550,Automatic,1,Hyundai,Hyundai Creta,2016,8.79,2016,5,1591,13.0,Delhi
Petrol,65000,Automatic,1,Hyundai,Hyundai Tucson,2017,10.5,2017,5,1999,12.95,Delhi
Diesel,32000,Automatic,1,Kia,Kia Seltos,2022,19.8,2022,5,1493,18.0,Delhi
Petrol,58996,Manual,2,Honda,Honda Amaze,2017,4.62,2017,5,1199,19.5,Delhi
Diesel,34000,Automatic,2,Jaguar,Jaguar XE,2018,26.5,2018,5,1999,13.5,Delhi
Petrol,59537,Manual,2,Hyundai,Hyundai i20,2015,5.09,2015,5,1197,18.6,Delhi
Petrol,9314,Manual,1,Maruti,Maruti Wagon R,2022,5.3,2022,5,998,21.79,Delhi
Petrol,60000,Manual,2,Nissan,Nissan Kicks,2019,7.0,2019,6,1498,14.0,Delhi
Petrol,41684,Manual,1,Honda,Honda Amaze,2014,3.1,2014,5,1199,18.6,Delhi
Petrol,70000,Automatic,3,Audi,Audi A4,2011,7.0,2011,5,1781,12.3,Delhi
Petrol,51607,Manual,1,Toyota,Toyota Etios Liva,2016,4.4,2016,5,1197,18.16,Delhi
Diesel,90000,Manual,1,Tata,Tata Zest,2015,4.0,2015,5,1248,20.65,Delhi
Diesel,30000,Automatic,1,Kia,Kia Carnival,2020,30.5,2020,7,2199,14.11,Delhi
Diesel,40000,Manual,1,Mahindra,Mahindra Thar,2022,15.75,2022,4,2184,15.2,Delhi
Diesel,35000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2020,49.95,2020,5,1950,19.0,Delhi
Petrol,97672,Manual,1,Maruti,Maruti Swift,2013,3.6,2013,5,1197,22.38,Delhi
Petrol,90000,Manual,3,Hyundai,Hyundai Verna,2014,3.6,2014,5,1591,17.01,Delhi
Petrol,68740,Manual,2,Nissan,Nissan Micra,2015,3.44,2015,5,1198,18.06,Delhi
Petrol,37000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,35.65,2018,5,1991,14.74,Delhi
Diesel,40000,Manual,1,Maruti,Maruti Ciaz,2017,6.0,2017,5,1248,28.09,Delhi
Petrol,86245,Manual,2,Honda,Honda Amaze,2015,3.4,2015,5,1198,18.0,Delhi
Petrol,40000,Automatic,2,Volkswagen,Volkswagen Polo,2016,6.75,2016,5,1197,17.21,Delhi
Petrol,15000,Automatic,2,BMW,BMW 3 Series GT,2020,43.75,2020,5,1998,15.34,Delhi
Petrol,60896,Manual,2,Maruti,Maruti Alto 800,2016,2.94,2016,5,796,22.05,Delhi
Petrol,60000,Manual,1,Honda,Honda City,2013,3.75,2013,5,1497,16.8,Delhi
Petrol,18340,Automatic,2,Maruti,Maruti Swift Dzire,2021,8.01,2021,5,1197,22.61,Delhi
Diesel,20000,Automatic,1,Jeep,Jeep Compass,2022,29.0,2022,5,1956,14.9,Delhi
Diesel,70000,Automatic,2,Hyundai,Hyundai Creta,2017,8.0,2017,5,1582,17.01,Delhi
Cng,75000,Manual,1,Maruti,Maruti Wagon R,2015,3.13,2015,5,998,33.54,Delhi
Petrol,40000,Manual,1,Honda,Honda WR-V,2017,5.1,2017,5,1199,17.5,Delhi
Diesel,57000,Automatic,2,Audi,Audi Q3,2014,11.25,2014,5,1968,15.73,Delhi
Petrol,48000,Manual,1,Maruti,Maruti Baleno,2016,4.55,2016,5,1197,21.4,Delhi
Petrol,120000,Manual,1,Honda,Honda City,2011,3.0,2011,5,1497,17.0,Delhi
Petrol,25000,Automatic,1,Ford,Ford Ecosport,2017,7.25,2017,5,1496,14.7,Delhi
Diesel,29000,Automatic,1,Toyota,Toyota Innova Crysta,2021,23.25,2021,7,2393,12.0,Delhi
Diesel,63176,Manual,1,Ford,Ford Figo,2019,5.15,2019,5,1498,25.83,Delhi
Petrol,24000,Automatic,1,Audi,Audi A4,2021,40.0,2021,5,1998,17.42,Delhi
Petrol,22820,Manual,1,Renault,Renault KWID,2020,4.18,2020,5,999,21.74,Delhi
Diesel,5000,Automatic,1,Land Rover,Land Rover Range Rover Evoque,2022,76.0,2022,5,1997,19.0,Delhi
Petrol,30000,Manual,1,Hyundai,Hyundai i10,2009,2.0,2009,5,1197,20.36,Delhi
Petrol,74538,Automatic,1,Maruti,Maruti Swift Dzire,2017,6.85,2018,5,1197,21.21,Delhi
Petrol,40000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2019,36.0,2019,5,1991,11.5,Delhi
Petrol,45399,Manual,1,Maruti,Maruti Alto 800,2018,2.89,2018,5,796,22.05,Delhi
Petrol,24940,Manual,2,Volkswagen,Volkswagen Ameo,2018,6.1,2018,5,999,19.44,Delhi
Diesel,22000,Automatic,1,Hyundai,Hyundai Creta,2019,14.0,2019,5,1582,17.01,Delhi
Petrol,98681,Manual,1,Honda,Honda Amaze,2014,3.23,2014,5,1198,18.0,Delhi
Diesel,6000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2023,95.0,2023,5,1950,19.0,Delhi
Petrol,40000,Manual,1,Maruti,Maruti Baleno,2017,5.25,2017,5,1197,21.01,Delhi
Diesel,58000,Manual,1,Honda,Honda WR-V,2018,7.25,2018,5,1498,25.5,Delhi
Diesel,75000,Manual,1,Hyundai,Hyundai i20,2015,4.25,2015,5,1396,22.54,Delhi
Diesel,76000,Manual,1,Ford,Ford Ecosport,2014,3.5,2014,5,1498,22.7,Delhi
Petrol,60000,Automatic,1,Renault,Renault KWID,2017,3.25,2017,5,999,24.04,Delhi
Petrol,58000,Automatic,1,Honda,Honda City,2016,6.75,2016,5,1497,18.0,Delhi
Petrol,80000,Manual,2,Volkswagen,Volkswagen Jetta,2013,4.15,2013,5,1390,14.69,Delhi
Diesel,20000,Automatic,1,Volvo,Volvo S90,2018,38.75,2018,5,1969,18.0,Delhi
Petrol,42841,Manual,1,Maruti,Maruti Baleno,2017,5.89,2017,5,1197,21.4,Delhi
Diesel,67000,Manual,1,Maruti,Maruti Vitara Brezza,2017,6.5,2017,5,1248,24.3,Delhi
Petrol,26000,Manual,1,Maruti,Maruti XL6,2020,10.27,2020,6,1462,19.01,Delhi
Petrol,40000,Manual,1,Maruti,Maruti Wagon R,2017,3.75,2017,5,998,18.9,Delhi
Diesel,60000,Manual,1,Mahindra,Mahindra XUV500,2019,13.0,2019,7,2179,15.1,Delhi
Petrol,37140,Manual,2,Hyundai,Hyundai Verna,2015,9.03,2015,5,1591,17.01,Delhi
Cng,120000,Manual,1,Maruti,Maruti Celerio,2018,3.5,2018,5,998,31.79,Delhi
Diesel,74000,Automatic,1,Toyota,Toyota Fortuner,2018,28.5,2018,7,2755,12.9,Delhi
Petrol,16430,Manual,1,Hyundai,Hyundai i20,2021,9.04,2021,5,1197,21.0,Delhi
Petrol,10000,Manual,1,Toyota,Toyota Urban cruiser,2022,9.5,2022,5,1462,17.03,Delhi
Petrol,63054,Automatic,1,Honda,Honda City,2017,9.49,2017,5,1497,18.0,Delhi
Petrol,12000,Automatic,1,Skoda,Skoda Superb,2022,39.0,2022,5,1984,15.1,Delhi
Diesel,13000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2022,74.0,2022,5,1950,16.1,Delhi
Diesel,32000,Automatic,2,Hyundai,Hyundai Creta,2018,10.99,2018,5,1582,17.01,Delhi
Petrol,3500,Manual,1,Hyundai,Hyundai Creta,2022,15.11,2022,5,1497,14.0,Delhi
Petrol,7023,Automatic,1,Mercedes-Benz,Mercedes-Benz SLC,2017,64.75,2017,2,2996,19.0,Delhi
Diesel,5000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2022,92.0,2022,5,1950,19.0,Delhi
Petrol,11000,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,40.0,2021,5,1332,13.0,Delhi
Petrol,11000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,42.5,2020,5,1950,11.9,Delhi
Petrol,50629,Manual,1,Maruti,Maruti Swift,2017,4.22,2017,5,1197,22.38,Delhi
Petrol,63534,Automatic,1,Maruti,Maruti Baleno,2019,6.78,2019,5,1197,21.4,Delhi
Petrol,52000,Manual,1,Hyundai,Hyundai EON,2018,3.0,2018,5,998,20.3,Delhi
Cng,33695,Manual,1,Maruti,Maruti Alto 800,2022,4.96,2022,4,796,31.59,Delhi
Petrol,68744,Automatic,1,Honda,Honda Jazz,2015,4.63,2015,5,1199,19.0,Delhi
Petrol,70000,Manual,1,Honda,Honda City,2013,4.55,2013,5,1497,16.8,Delhi
Petrol,9540,Automatic,1,Tata,Tata Tiago,2020,7.51,2020,5,1199,23.84,Delhi
Petrol,45000,Automatic,1,Maruti,Maruti Ciaz,2017,7.75,2017,5,1373,19.12,Delhi
Petrol,36861,Manual,1,Maruti,Maruti Baleno,2019,6.78,2019,5,1197,21.4,Delhi
Petrol,68000,Manual,1,Ford,Ford Ecosport,2017,5.5,2017,5,1496,15.9,Delhi
Petrol,68000,Manual,1,Maruti,Maruti Swift Dzire,2014,3.9,2014,5,1197,19.1,Delhi
Petrol,38000,Manual,1,Maruti,Maruti Swift,2015,3.95,2015,5,1197,21.21,Delhi
Petrol,39000,Manual,1,Renault,Renault KWID,2017,2.95,2017,5,999,23.01,Delhi
Petrol,40000,Manual,1,Volkswagen,Volkswagen Polo,2017,5.99,2017,5,1199,16.2,Delhi
Petrol,18000,Automatic,1,MG,MG Hector Plus,2020,17.49,2020,6,1451,11.67,Delhi
Petrol,60000,Automatic,1,Maruti,Maruti Wagon R,2019,3.99,2019,5,998,20.51,Delhi
Diesel,40000,Manual,1,Ford,Ford Aspire,2018,4.49,2018,5,1498,25.83,Delhi
Petrol,68000,Manual,1,Maruti,Maruti Alto K10,2018,3.0,2018,5,998,23.95,Delhi
Petrol,40000,Manual,2,Maruti,Maruti Ignis,2017,4.49,2017,5,1197,20.89,Delhi
Petrol,37000,Manual,1,Maruti,Maruti Wagon R,2014,2.95,2014,5,998,21.79,Delhi
Petrol,21912,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.49,2018,5,1197,21.21,Delhi
Petrol,74564,Manual,1,Hyundai,Hyundai i10,2013,2.74,2013,5,1197,20.36,Delhi
Petrol,48000,Manual,1,Maruti,Maruti Alto 800,2019,3.75,2019,5,796,24.7,Delhi
Petrol,96758,Automatic,1,Honda,Honda City,2017,8.01,2017,5,1497,18.0,Delhi
Diesel,60341,Manual,1,Honda,Honda Amaze,2018,5.91,2018,5,1498,25.8,Delhi
Petrol,36973,Manual,1,Maruti,Maruti Swift,2017,4.34,2017,5,1197,20.4,Delhi
Diesel,39000,Manual,1,Maruti,Maruti Ciaz,2017,6.99,2017,5,1248,28.09,Delhi
Petrol,52514,Manual,1,Maruti,Maruti Wagon R,2013,2.71,2013,5,998,18.9,Delhi
Petrol,13001,Manual,1,Maruti,Maruti Wagon R,2022,5.55,2022,5,1197,21.5,Delhi
Diesel,72000,Manual,1,Hyundai,Hyundai Creta,2018,8.25,2018,5,1396,22.1,Delhi
Petrol,62000,Manual,1,Ford,Ford Ecosport,2017,5.99,2017,5,1496,15.9,Delhi
Petrol,34000,Manual,1,Toyota,Toyota Etios,2017,4.81,2017,5,1496,16.78,Delhi
Petrol,67000,Manual,1,Honda,Honda Amaze,2015,3.85,2015,5,1198,18.0,Delhi
Petrol,45000,Manual,1,Volkswagen,Volkswagen Polo,2019,6.99,2019,5,999,18.78,Delhi
Petrol,64000,Manual,1,Maruti,Maruti Swift Dzire,2013,3.31,2013,5,1197,20.85,Delhi
Petrol,58000,Manual,2,Chevrolet,Chevrolet Beat,2013,1.78,2013,5,1199,18.6,Delhi
Petrol,48000,Automatic,2,Hyundai,Hyundai Creta,2017,9.25,2017,5,1591,14.8,Delhi
Petrol,70000,Manual,1,Maruti,Maruti Ritz,2013,2.9,2013,5,1197,18.5,Delhi
Petrol,59863,Automatic,2,Maruti,Maruti Ciaz,2017,5.7,2017,5,1373,19.12,Delhi
Cng,18468,Manual,1,Maruti,Maruti Alto 800,2022,4.92,2022,4,796,31.59,Delhi
Petrol,42173,Manual,2,Ford,Ford Freestyle,2018,5.3,2018,5,1194,19.0,Delhi
Petrol,68631,Automatic,2,Ford,Ford Ecosport,2015,4.65,2015,5,1496,14.7,Delhi
Petrol,18833,Manual,1,Maruti,Maruti Alto 800,2021,3.51,2021,5,796,22.05,Delhi
Petrol,55418,Manual,1,Maruti,Maruti Ignis,2021,5.15,2021,5,1197,20.89,Delhi
Petrol,20000,Manual,1,Maruti,Maruti Wagon R,2013,2.25,2013,5,998,20.51,Delhi
Petrol,53400,Manual,1,Renault,Renault Triber,2020,6.2,2020,7,999,20.0,Delhi
Petrol,25000,Manual,1,Renault,Renault KWID,2018,3.49,2018,5,999,23.01,Delhi
Petrol,87576,Automatic,1,Jeep,Jeep Compass,2019,13.85,2019,5,1368,14.1,Delhi
Petrol,58000,Manual,1,Honda,Honda Brio,2014,2.9,2014,5,1198,19.4,Delhi
Petrol,75000,Manual,1,Datsun,Datsun GO Plus,2015,2.85,2015,7,1198,19.44,Delhi
Petrol,69000,Automatic,1,Volkswagen,Volkswagen Vento,2013,3.3,2013,5,1598,14.8,Delhi
Diesel,20000,Manual,1,Mahindra,Mahindra Thar,2015,5.49,2015,6,2498,16.55,Delhi
Petrol,45000,Manual,1,Maruti,Maruti Alto 800,2020,3.65,2020,5,796,22.05,Delhi
Cng,20000,Manual,1,Maruti,Maruti Swift Dzire Tour,2021,6.5,2021,5,1197,26.55,Delhi
Diesel,70000,Manual,1,Maruti,Maruti SX4 S Cross,2015,4.49,2015,5,1248,23.65,Delhi
Petrol,72000,Automatic,1,Honda,Honda Jazz,2017,5.99,2017,5,1199,19.0,Delhi
Diesel,7800,Automatic,0,MG,MG Gloster,2023,46.45,0,7,1996,12.04,Delhi
Petrol,25000,Manual,1,Tata,Tata Tiago,2020,4.99,2020,5,1199,20.09,Delhi
Petrol,11332,Automatic,1,Skoda,Skoda Slavia,2022,13.58,2022,5,999,18.07,Delhi
Petrol,25456,Manual,1,Maruti,Maruti Baleno,2016,5.6,2016,5,1197,21.4,Delhi
Petrol,65000,Manual,2,Maruti,Maruti Wagon R,2013,2.75,2013,5,998,21.79,Delhi
Petrol,93616,Automatic,1,Honda,Honda Jazz,2017,5.86,2017,5,1199,19.0,Delhi
Petrol,74134,Automatic,1,Maruti,Maruti Celerio,2017,4.63,2017,5,998,26.0,Delhi
Petrol,70000,Automatic,1,Renault,Renault Duster,2018,6.99,2018,5,1498,14.99,Delhi
Diesel,62411,Manual,2,Maruti,Maruti Baleno,2018,5.93,2018,5,1248,27.39,Delhi
Petrol,56000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,10.5,2012,5,1796,12.3,Delhi
Diesel,63661,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,5.67,2018,5,1198,25.32,Delhi
Petrol,24000,Automatic,1,MG,MG Hector Plus,2021,17.5,2021,6,1451,14.0,Delhi
Petrol,14000,Manual,1,Volkswagen,Volkswagen Taigun,2022,16.5,2022,5,1498,17.88,Delhi
Diesel,70000,Manual,1,Mahindra,Mahindra XUV500,2017,9.3,2017,7,1997,16.0,Delhi
Petrol,50000,Manual,1,Honda,Honda WR-V,2018,7.49,2018,5,1199,17.5,Delhi
Petrol,74000,Manual,1,Volkswagen,Volkswagen Vento,2011,2.49,2011,5,1598,15.04,Delhi
Diesel,70000,Manual,1,Tata,Tata Hexa,2018,8.99,2018,7,2179,17.6,Delhi
Petrol,65000,Manual,1,Hyundai,Hyundai i10,2013,2.25,2013,5,1086,19.81,Delhi
Diesel,40000,Manual,1,Maruti,Maruti Baleno,2015,3.99,2015,5,1248,27.39,Delhi
Petrol,81000,Automatic,3,Honda,Honda City,2010,2.25,2010,5,1497,16.8,Delhi
Petrol,80000,Manual,1,Maruti,Maruti Alto,2012,1.37,2012,5,796,19.7,Delhi
Diesel,107539,Manual,1,Maruti,Maruti Swift Dzire,2014,3.89,2014,5,1248,23.4,Delhi
Petrol,52059,Manual,1,Maruti,Maruti Baleno,2016,5.48,2016,5,1197,21.4,Delhi
